Actor,Peliculas,Sexo
Nathalie Poza,"['Truman', 'Mientras dure la guerra', 'La flaqueza del bolchevique', 'El otro lado de la cama', 'Julieta', 'Todas las mujeres', 'Invisibles', 'No sé decir adiós', 'La boda de Rosa', 'Malas temporadas', 'Días de fútbol', '70 binladens', ""Rifkin's Festival"", 'Un buen hombre', 'Lo mejor de Eva', 'Salir pitando', 'Días de cine']",Mujer
Nathalie Seseña,"['El día de la bestia', 'Carne de gallina', 'Palace', 'Canícula', 'Alegre ma non troppo', 'Lo mejor que le puede pasar a un cruasán', 'Cásate conmigo, Maribel', 'Shacky Carmine', 'La Celestina', 'Dile a Laura que la quiero', 'Marujas asesinas', 'Mátame mucho', 'La duquesa roja', 'Atómica (no me hables de los hombres)', 'El chocolate del loro', 'Todo menos la chica', 'Ni de coña']",Mujer
Nathan Cooper,['Loving Pablo'],Hombre
Nati Mistral,"['María Fernanda, la Jerezana', 'Currito de la Cruz']",Hombre
Nati Ortíz de Zárate,['La muerte de Mikel'],Hombre
Natxo Molinero,['Animal'],
Nausicaa Bonnín,"['El cuerpo', 'Tres días con la familia', 'Lo mejor de mí', 'Los tontos y los estúpidos', 'Elisa K', 'Secuestro', 'Las vidas de Celia', 'Tic tac', 'La vida abismal', 'Cenizas en el cielo (Un cel de plom)', 'Puta y amada']",
Naxo Fiol,['Al Pereira vs. the Alligator Ladies'],
Nay Díaz,['Casting'],Mujer
Nayra Ortega,['La casa entre los cactus'],
Nazareno Casero,['Los condenados'],Hombre
Nazaret Aracil,['Benidorm mon amour'],
Nazaret Callao,"['Jamón, jamón']",
Neil Boorman,['La vuelta de El Coyote'],Hombre
Neil Maskell,"['Open Windows', 'Paintball']",Hombre
Neil Stuke,['Lluvia en los zapatos'],Hombre
Neizan Fernandez,['Sevillanas de Brooklyn'],
Nela Conjiu,['Operación Plus Ultra'],Mujer
Nelly Fontán,['Sus ojos se cerraron'],Mujer
Nelly Morelli,['Camarote de lujo'],Mujer
Nelson Caballero,['Suro'],Hombre
Nené Morales,"['La noche del ejecutor', 'Un curita cañón', 'La chica del Molino Rojo']",
Nerea Arriola,['Cinco lobitos'],Mujer
Nerea Barros,"['La isla mínima', 'Los fenómenos', 'León y Olvido', 'La isla de las mentiras', 'Voces', 'A estación violenta']",Mujer
Nerea Brey,['13 exorcismos'],Mujer
Nerea Camacho,"['Camino', 'Héroes', 'Últimas voluntades', 'La chispa de la vida', 'Tengo ganas de ti', 'Tres metros sobre el cielo']",Mujer
Nesrin Cavadzade,['El desentierro'],Mujer
Nestor Goenaga,['El fantasma de la sauna'],Hombre
Nestora Robles,['Al Pereira vs. the Alligator Ladies'],
Neus Alborch,['Dolor y gloria'],Mujer
Neus Angulo,['Son de mar'],Mujer
Neus Asensi,"['La niña de tus ojos', 'Torrente, el brazo tonto de la ley', 'La herida luminosa', 'El robo más grande jamás contado', 'Adiós con el corazón', 'Los muertos van deprisa', 'La reina de España', 'Brujas', 'Torrente 5: Operación Eurovegas', 'El corazón del guerrero', 'Los del túnel', 'Slam', 'El oro de Moscú', 'Marujas asesinas', 'Siempre hay un camino a la derecha', 'Sólo química', 'El paraíso ya no es lo que era', 'Escuela de seducción', 'Una chica entre un millón', 'Chechu y familia', 'Esta noche, no', 'Locos por el sexo', 'Hermana, ¿pero qué has hecho?', 'Corazón de bombón', 'Arachnid', 'Sevilla Connection', 'Supernova']",Mujer
Neus Cortés,['Noctem'],Mujer
Neus Pàmies,['La maternal'],Mujer
Neus Sanz,"['Volver', 'Los buenos modales']",Mujer
Nick Devlin,"['La librería', 'El cuaderno de Sara']",Hombre
Nick Nolte,['A puerta fría'],Hombre
Nico Baixas,['Beyond Re-Animator'],Hombre
Nico Montoya,['La espera'],Hombre
Nico Romero,"['Veneciafrenia', '¿A quién te llevarías a una isla desierta?']",Hombre
Nicola Harrison,"['Lo imposible', 'El secreto de Marrowbone']",Mujer
Nicolas Cazalé,['Caótica Ana'],Hombre
Nicolas Giraud,['Bruc. El desafío'],Hombre
Nicole Dionne,['Los cronocrímenes'],Mujer
Nicole García,['Operación Ogro'],Mujer
Nicole Kidman,['Los otros'],Mujer
Nicole Vesperini,['La campana del infierno'],Mujer
Nicole Wallace,['Culpa mía'],Mujer
Nicolle García,['Libertad'],Mujer
Nicolás Barrero,"['Azaña, cuatro días de julio']",Hombre
Nicolás Belmonte,"['Arritmia (Guantanamero)', 'No te fallaré']",Hombre
Nicolás Cabré,"['¡Atraco!', 'Sólo para dos']",Hombre
Nicolás Coronado,"['Demonios tus ojos', 'Pasaje al amanecer', 'El amor no es lo que era', 'Novatos']",Hombre
Nicolás Costi,['¡Vaya vacaciones!'],Hombre
Nicolás Dueñas,"['El crimen de Cuenca', 'Gary Cooper, que estás en los cielos...', 'Tu nombre envenena mis sueños', 'Divinas palabras']",Hombre
Nicolás Fernández Luna,"['Te doy mis ojos', 'Cenizas del cielo', 'Pídele cuentas al rey']",Hombre
Nicolás Furtado,['Me he hecho viral'],Hombre
Nicolás Illoro,['Veneciafrenia'],Hombre
Nicolás Martínez,['Santos'],Hombre
Nicolás Montoya,['La maniobra de la tortuga'],Hombre
Nicolás Otero,['Cuerpo abierto'],Hombre
Nicolás Pauls,['Paisito'],Hombre
Nicolás Perchicot,"['Bienvenido, Míster Marshall', 'Huella de luz', 'Eloísa está debajo de un almendro', 'El fantasma y doña Juanita', 'Manolo guardia urbano', 'El camino de Babel', 'La Lola se va a los puertos', 'Con la vida hicieron fuego', 'Lola la piconera', 'Congreso en Sevilla', 'Alba de América', 'Cuentos de la Alhambra', 'Saeta rubia']",Hombre
Nicolás Velasco,['Me he hecho viral'],Hombre
Nicula Nicolae,['Arena en los bolsillos'],
Nidia Bermejo,"[""La deuda (Oliver's Deal)""]",Mujer
Nieve Parola,"['La estanquera de Vallecas', 'Colegas']",Mujer
Nieve de Medina,"['Los lunes al sol', 'El bola', 'Un franco, 14 pesetas', 'El agua', 'Marta y alrededores', 'La punta del iceberg', 'La madre', '2 francos, 40 pesetas', '¡Dispara!']",Mujer
Nieves Herranz,['Tesis'],Mujer
Nieves Navarro,"['El fascista, doña Pura y el follón de la escultura', 'Amor a todo gas']",Mujer
Nieves Salcedo,['No somos ni Romeo ni Julieta'],Mujer
Nigel Davenport,"['La regenta', 'La vuelta de El Coyote']",Hombre
Nigel O'Neill,['La librería'],Hombre
Nigel Whitmey,['La lengua asesina'],Hombre
Nikki Barnett,['Lo que de verdad importa'],Mujer
Niko Verona,['Estándar'],Hombre
Nikol Kollars,['El mal que hacen los hombres'],Mujer
Nikolaj Coster-Waldau,['Blackthorn. Sin destino'],Hombre
Nil Cardoner,"['Seve', 'Loco por ella', 'Fènix 11·23']",Mujer
Nilo Mur,"['Héctor', 'El mar', 'El celo', 'El Calentito', 'Diario de una ninfómana', 'Castillos de cartón', 'La estación del olvido', 'La mirada violeta']",Hombre
Nina Ferrer,['Los nuevos extraterrestres'],Mujer
Nina Hoss,['La mujer del anarquista'],Mujer
Nina Tolentino,['El alegre divorciado'],Mujer
Nino Bastida,"['Manolo, la nuit']",Hombre
Nino Del Arco,['El cristo del océano'],Hombre
Nino Manfredi,"['El verdugo', 'La luz prodigiosa']",Hombre
Ninton Sánchez,"['Eres tú', 'Mi otro Jon']",
Niña Pastori,['Fugitivas'],
Niña de Linares,['María de la O.'],
No se encontró información de reparto,"['Robot Dreams', 'Gartxot', 'Tren de sombras', 'Chico & Rita', 'Psiconautas, los niños olvidados', '14 kilómetros', 'Si vamos 28, volvemos 28', 'La plaga', 'Segundo Festival de Mortadelo y Filemón, agencia de información', 'Primer Festival de Mortadelo y Filemón, agencia de información', 'Seis días corrientes', 'Entre dos aguas', 'El taxista ful', 'Unicorn Wars', 'La academia de las musas', 'El mago de los sueños', 'Dispararon al pianista', 'Espíritu sagrado', 'Deprisa, deprisa', 'Sólo somos', 'Mortadelo y Filemón: El armario del tiempo', 'El Rayo', 'Contactos', 'Dantza', 'El sexto sentido', 'Gritos en el pasillo', 'Extraordinary Tales', 'Érase una vez...', 'La última primavera', 'Un perro llamado Dolor', 'Sud Express', 'El abuelo', 'Uranes', 'Arraianos', 'Black is Beltza', 'Mimosas', 'El desván de la fantasía', 'Los cuatro músicos de Bremen', 'La gran final', 'El perdido', 'De profundis', 'La vida y nada más', 'Zaniki', ""D'Artacan en uno para todos y todos para uno"", 'La gran aventura de los gnomos', 'Hotel Room', 'La piel del volcán', 'Planet 51 (Planeta 51)', '9 fugas', 'Criando ratas', 'El triste olor de la carne', 'Open 24h', 'La jungla interior', 'Lúa vermella', 'El futuro', 'Tadeo Jones 2. El secreto del Rey Midas', 'El pastor', 'Ángeles gordos', 'Black is Beltza II: Ainhoa', 'El toro azul (El brau blau)', 'Tadeo Jones 3. La tabla esmeralda', 'Los objetos amorosos', 'Les Perseides', 'Arima', 'En tu ausencia', 'Tierra de María', 'Las dos noches de ayer', 'As mortes', 'Sueño y silencio', 'Destello bravío', 'Apocalipsis Voodoo', 'Carne de fieras', 'Ojos negros', 'El gato montés', 'Finisterrae', 'Pullman', 'Vivir en Sevilla', 'Momias', 'Justin y la espada del valor', 'Atrapa la bandera', 'Pos eso', 'Garbancito de la Mancha', 'Toastmaster (El maestro del brindis)', 'Las aventuras de Tadeo Jones', 'Valentina', 'Rendir los machos', 'Amateurs', 'Elcano y Magallanes, la primera vuelta al mundo', 'Elvira', 'Frente al mar', 'La vida sublime', 'Sueñan los androides', 'ärtico', 'Bucle', 'Costa Brava', 'La influencia', 'Alegrías riojanas (C)', 'Gora Automatikoa', 'Inspector Sun y la maldición de la viuda negra', 'Las muchachas de azul', 'Visionarios', 'Viejos', 'Suspiros de España (y Portugal)', ""D'Artacán y los tres Mosqueperros"", 'La novia de Lázaro', 'Jostissi de Carreró', 'Nómadas', 'Los cuatro robinsones', 'El bosque animado, sentirás su magia', 'Dragon Hill: La colina del dragón', 'Memorias de un hombre en pijama', 'To er mundo é güeno', 'El sueño de una noche de San Juan', 'Aita', 'La furia de Mackenzie', 'Maquis', 'Más allá del terror', 'El alma de las moscas', 'La tribu de los Aurones', 'La Biblia en pasta', 'Ahmed, el príncipe de la Alhambra', 'La gallina Turuleca', 'Al óleo', 'La distancia', 'Slugs, muerte viscosa', 'Espíritu del bosque', 'Cuernos de espuma (Shampoo Horns)', 'Tiro en la cabeza', 'Gisaku', 'Wilaya', 'Lejos del fuego', 'Europa', 'Garabandal, solo Dios lo sabe', 'Broken Notes', 'To er mundo é... mejó!', 'El guerrero sin nombre', 'Resort Paraíso', 'P3K: Pinocho 3000', 'El arca de Noé', 'El ataúd de cristal', '12+1, una comedia metafísica', 'Iceberg', 'Alegrías de Cádiz', 'La crisis carnívora', 'To er mundo é... demasiao', 'Capitán Carver', 'Papá, soy una zombi', 'El hombre perseguido por un O.V.N.I.', 'Donkey Xote', 'Las que empiezan a los 15 años', 'Sant Martí', 'Deep', 'Herederas', 'El corazón del roble', 'Las monstruosas aventuras de Zipi y Zape', 'Dixie y la rebelión zombi', 'Los crímenes del día de Todos los Santos', 'Tres días de libertad', 'Misión en Mocland, una aventura superespacial', 'Bikes', 'Laura está sola', 'El pez de los deseos', 'The Winter Hunger', 'La cripta de las condenadas', 'El mar no es azul', ""Don't Speak"", 'Jodidos kabrones', 'Diet of Sex', 'The Last Witch', 'Mallorca Zombie', 'El altar: Demasiado tarde para rezar', 'Deadhunter: Sevillian Zombies']",
Noa Fontanals Fourgnaud,"['No sé decir adiós', 'Marsella']",Mujer
Noah Taylor,['Mindscape'],Hombre
Noe Fernández,"['Contigo no, bicho']",Mujer
Noelia Castaño,['No dejaré que no me quieras'],Mujer
Noelia Garcia,['No mires a los ojos'],Mujer
Noelia Genzone,['Re-emigrantes'],Mujer
Noelia Noto,"['Un buen hombre', 'Reyes contra Santa']",Mujer
Noemí Climent,['Libélulas'],Mujer
Noemí Hopper,['Viaje al cuarto de una madre'],Mujer
Noemí Pérez,['El Calentito'],Mujer
Noemí Ruiz,['La mancha negra'],Mujer
Noemí Torres,['Family Tour'],Mujer
Nora Navas,"['Dolor y gloria', 'Pa negre (Pan negro)', 'Libertad', 'Durante la tormenta', 'La adopción', 'Adú', 'Rumbos', 'Todos queremos lo mejor para ella', 'Felices 140', 'Historias para no contar', 'La vampira de Barcelona', 'Sinjar', 'Las vidas de Celia', 'Formentera Lady', 'Miel de naranjas', 'El sitio de Otto', 'Unicornios', 'Dictado', 'Lo bueno de llorar', 'Ola de crímenes']",Mujer
Nora Tschirner,"['Bon appétit', 'La noche que dejó de llover']",Mujer
Norbu Tsering Gurung,"['Katmandú, un espejo en el cielo']",
Norm Anderson,['Sublet'],
Norma Aleandro,"['Seres queridos', 'Deseo', 'Tobi']",Mujer
Norma Bacaicoa,['El corazón del bosque'],Mujer
Norma Duval,"['Los bingueros', 'La mujer del juez', 'Préstame tu mujer']",Mujer
Norma Kastel,"['La rebelión de las muertas', 'La chica del Molino Rojo']",Mujer
Norma Lazareno,['El alegre divorciado'],Mujer
Norma Martínez,"['La vergüenza', 'La casa del caracol']",Mujer
Norma Mora,['Sor Ye-yé'],Mujer
Norma Nivia,['Ni de coña'],Mujer
Norma Ruíz,"['La fiesta', 'Tensión sexual no resuelta', 'La herencia Valdemar', 'Los futbolísimos', 'La herencia Valdemar II: La sombra prohibida']",Mujer
Norma Sebre,['El mariscal del infierno'],Mujer
Norman Briski,"['Elisa, vida mía', 'Mamá cumple 100 años', 'El corazón del bosque', 'Sonámbulos']",Hombre
Norman Rodway,['Campanadas a medianoche'],Hombre
Noufal Lhafi,['Saïd (Said)'],
Nourdin Batan,['Todos los nombres de Dios'],
Noèlia Rodenas,['Historia de mi muerte'],
Noé Alcázar,['Rencor'],Hombre
Noé Blancafort,['Family Tour'],Hombre
Noél Molina,['Baton Rouge'],
Noémie Merlant,"['Un año, una noche']",Mujer
Nuccia Cardinali,['Dos cruces en Danger Pass'],Mujer
Nuno J. Loureiro,['Cuñados'],Hombre
Nuno Preto,['O corno'],Hombre
Nur Levi,"['En los márgenes', 'Hablar', 'Sin vergüenza', 'El próximo Oriente']",Mujer
Nuria Amorós,['Una historia de amor'],Mujer
Nuria Bermúdez,"['Plauto, recuerdo distorsionado de un tonto eventual']",Mujer
Nuria Carbonell,"['Torrente, el brazo tonto de la ley']",Mujer
Nuria Espert,"['María Rosa', 'Actrices', 'La ciudad quemada', 'El certificado', 'Barcelona (un mapa)']",Mujer
Nuria Gago,"['Noviembre', 'Héctor', ""Tu vida en 65'"", 'Primos', 'No tengas miedo', 'Requisitos para ser una persona normal', '7 razones para huir', 'Gente que viene y bah', 'Family Tour', 'Una mujer invisible', 'Faltas leves', 'Proyecto Dos', 'Incidencias']",Mujer
Nuria Gallardo,"['El viaje a ninguna parte', 'Mambrú se fue a la guerra', 'Miedo a salir de noche', 'Un genio en apuros']",Mujer
Nuria Gimeno,"['La campana del infierno', 'A mí las mujeres ni fu, ni fa', 'Los extremeños se tocan']",Mujer
Nuria González,"['Mataharis', 'Llenos de gracia', 'Torremolinos 73', 'Pudor', 'El Calentito', 'La semana que viene (sin falta)']",Mujer
Nuria Herrero,"['El sustituto', 'Toc Toc', 'Zerø', '¡Vaya vacaciones!', 'El amor no es lo que era']",Mujer
Nuria Hosta,"['Eloïse', 'La rubia del bar', '¿Qué te juegas, Mari Pili?']",Mujer
Nuria Lestegás,"['O corno', 'Longa noite', 'Eles transportan a morte']",Mujer
Nuria Mencía,"['La noche de los girasoles', 'Báilame el agua', 'La soledad', 'Terca vida', 'Los del túnel', 'El mundo alrededor', 'La semana que viene (sin falta)']",Mujer
Nuria Mora,['Nunca en horas de clase'],Mujer
Nuria Prims,"['Inconscientes', 'Incierta gloria', 'Historias del Kronen', 'Tiempos de azúcar', 'La vida lliure', 'Armugán. El último acabador', 'La vampira de Barcelona', 'Saïd (Said)', 'Cuerpo en el bosque', 'Sica', 'Trash', 'Suerte', 'El dominio de los sentidos']",Mujer
Nuria Rodríguez,['El abuelo'],Mujer
Nuria Román,['Isla bonita'],Mujer
Nuria Torray,"['El bosque del lobo', 'El amor brujo', 'Las salvajes en Puente San Gil', 'Accidente 703', 'Fuenteovejuna', 'La becerrada']",Mujer
Nuris Blu,['Mi soledad tiene alas'],
Nuño Benito,['Smoking Club (129 normas)'],
Nya de la Rubia,['Toro'],
Nyree Dawn Porter,['Morir... dormir... tal vez soñar'],
Nélida Quiroga,['Fortunata y Jacinta'],Mujer
Néstor Jiménez,['Hormigas en la boca'],
Néstor Losán,['Los amigos raros'],
Nöelle de Pablos,['La sombra del ciprés es alargada'],
Núria Adrián Campbell,['Cenizas en el cielo (Un cel de plom)'],Mujer
Núria Badia,['Susanna'],Mujer
Núria Casas,"['Tercer grado', 'Estigmas', '14 días con Víctor']",Mujer
Núria Feliu,"['Año de Gracia', 'El vicario de Olot']",Mujer
Núria Font,['Ouija'],Mujer
Núria Lloansi,['Armugán. El último acabador'],Mujer
Núria Valls,"['Te quiero, imbécil', 'Agnosia']",Mujer
Núria de Córdoba,['Serie B'],Mujer
Nüll García,"['Buenas Noches, dijo la Señorita Pájaro']",
Oaklee Pendergast,['Lo imposible'],
Octavi Pujades,"['3 bodas de más', 'El pregón', 'Slam', 'Gallino, the Chicken System', 'Plauto, recuerdo distorsionado de un tonto eventual']",Hombre
Ofelia Angélica,"['Bajarse al moro', 'Divinas palabras', 'Laberinto de pasiones', 'Dulces horas', 'La reina del mate', 'Un genio en apuros']",Mujer
Ofelia Guilmáin,['Sor Ye-yé'],Mujer
Ofelia Medina,['Agua con sal'],Mujer
Oihana Maritorena,['La quietud en la tormenta'],Mujer
Oja Kodar,['Don Quijote de Orson Welles'],
Oksana Akinshina,['Moscow Zero'],Mujer
Olalla Escribano,"['Salvador (Puig Antich)', 'Ramírez']",Mujer
Olalla Moreno,"['A los que aman', 'El dominio de los sentidos']",Mujer
Olalla Tesouro,['Las altas presiones'],Mujer
Olav Fernández,"[""Spinnin'""]",Hombre
Olaya Caldera,['Una vida no tan simple'],
Olaya Martín,['Los europeos'],
Oleg Kricunoff,['El hombre de las mariposas'],Hombre
Olegar Fedoro,['Don Juan en los infiernos'],
Olfo Bosé,['Rocambola'],
Olga Aguirre,"['#Sequence', 'Todos tus secretos']",Mujer
Olga Alamán,"['No habrá paz para los malvados', 'La banda', '#Sequence', 'Cruzando el sentido', 'Paella Today']",Mujer
Olga Boladz,['Un día más con vida'],Mujer
Olga Hueso,['La maternal'],Mujer
Olga Kurylenko,['Un día perfecto'],Mujer
Olga Lozano,"['Un novio para Yasmina', 'El país del miedo']",Mujer
Olga Margallo,['Tesis'],Mujer
Olga Martínez,['El mundo es nuestro'],Mujer
Olga Navalón,"['Las gentiles', 'Los hijos de San Luis']",Mujer
Olga Omar,['Operación Plus Ultra'],Mujer
Olga Zubarry,['A hierro muere'],Mujer
Olimpia Melinte,"['Caníbal', 'Sordo']",Mujer
Olimpia Roch,"['Hermana muerte', 'La niña de la comunión']",Mujer
Oliver Bigalke,['Crebinsky'],Hombre
Oliver Coopersmith,['Feedback'],Hombre
Oliver Cotton,['Pasos de baile'],Hombre
Oliver Jackson-Cohen,['Lo que de verdad importa'],Hombre
Oliver Laxe,"['O Quinto Evanxeo de Gaspar Hauser', 'Love Me Not']",Hombre
Oliver Morellón,"['Gordos', 'After']",Hombre
Oliver Schultz,['Crebinsky'],Hombre
Olivia Baglivi,"['Las niñas de cristal', 'Libélulas', 'Los héroes del mal']",Mujer
Olivia Delcán,"['Isla bonita', 'Josefina', 'Los inocentes', 'Lejos del mar']",Mujer
Olivia Hussey,['Un verano para matar'],Mujer
Olivia Jackson,['Lo imposible'],Mujer
Olivia Molina,"['Dieta mediterránea', 'Mi otro Jon', 'School Killer (El vigilante)', 'Jara']",Mujer
Olivia Navas,['Tranvía a la Malvarrosa'],Mujer
Olivia Sánchez,['Alas de mariposa'],Mujer
Olivier García,['Maniac tales. Relatos inquietantes'],Hombre
Olivier Gourmet,['Las manos vacías'],Hombre
Olivier Martínez,"['La camarera del Titanic', 'La ciudad de los prodigios']",Hombre
Olivier Sitruk,['Guerreros'],Hombre
Olunike Adeliyi,['Retornados'],
"Olvido Gara ""Alaska""","['Arrebato', 'Pepi, Luci, Bom y otras chicas del montón', 'Sin rodeos', '¡¡¡A tope!!!']",
Olvido Lorente,['Canción de cuna'],
Olvido Rodríguez,['Sin la sonrisa de Dios'],
Omar Banana,['Te estoy amando locamente'],Hombre
Omar Butler,['Colegas'],Hombre
Omar Chaparro,['Los Rodríguez y el más allá'],Hombre
Omar Krim Alapont,['Los chicos del puerto'],Hombre
Omar Muñoz,"['El palo', 'Ausentes', 'La hora fría', 'El diario de Carlota', 'Días de cine', 'Manolete', '¡Hasta aquí hemos llegado!', 'Campamento Flipy']",Hombre
Omar Pini,['Sus ojos se cerraron'],Hombre
Omar Sharif,['La isla misteriosa y el Capitán Nemo'],Hombre
Omar Valdés,['Tirano Banderas'],Hombre
Omero Antonutti,"['El Sur', 'La verdad sobre el caso Savolta', 'El maestro de esgrima', 'El Dorado', '14, Fabian Road', 'Una estación de paso', 'El laberinto griego']",Hombre
Omán de Bengala,['Cómo casarse en siete días'],
Ona Casamiquela,"['Cruzando el límite', 'Para Elisa', 'El secreto de los 24 escalones']",Mujer
